time/fps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/iterations,time/total_timesteps,train/loss,train/value_loss,train/clip_fraction,train/approx_kl,train/n_updates,train/explained_variance,train/entropy_loss,train/clip_range,train/std,train/policy_gradient_loss,train/learning_rate
569,301.0,57,3074.7878,1,32768,,,,,,,,,,,
549,301.0,119,3237.9182,2,65536,5140.04052734375,27081.360919189454,0.348992919921875,0.037101425,630,0.31424009799957275,-4.375162354111671,0.2,0.7230978608131409,0.02016906458775338,0.001
544,301.0,180,3511.672,3,98304,5641.5673828125,27408.086791992188,0.2689178466796875,0.025404979,640,0.19638168811798096,-4.368958139419556,0.2,0.7212896347045898,0.010934678122430342,0.001
542,301.0,241,3277.0332,4,131072,5342.25634765625,25310.985069274902,0.22969970703125,0.02098322,650,0.27195149660110474,-4.359889151155949,0.2,0.7196075320243835,0.009416165241054842,0.001
540,301.0,303,3837.459,5,163840,4859.072265625,24385.636061096193,0.224505615234375,0.020109558,660,0.2657744884490967,-4.34972767829895,0.2,0.7175805568695068,0.006491196639763075,0.001
539,301.0,364,3590.2869,6,196608,4214.83642578125,25540.688130187988,0.234320068359375,0.021144824,670,0.29791998863220215,-4.342330910265446,0.2,0.7169086337089539,0.008076125029765535,0.001
538,301.0,425,3982.9858,7,229376,4000.772216796875,25730.206373596193,0.2179107666015625,0.019530514,680,0.2301989197731018,-4.339976169168949,0.2,0.7167386412620544,0.00709207944382797,0.001
538,301.0,487,4173.1724,8,262144,5338.0625,27116.29096221924,0.231298828125,0.0203165,690,0.28174686431884766,-4.330819138884545,0.2,0.7136682271957397,0.008039040248695528,0.001
537,301.0,548,4158.017,9,294912,4727.56591796875,27186.920866394044,0.2211639404296875,0.01939091,700,0.2717944383621216,-4.317773461341858,0.2,0.7123602628707886,0.0071881643285450995,0.001
537,301.0,609,4147.1855,10,327680,5422.365234375,29062.754988098146,0.213311767578125,0.018617315,710,0.2682526111602783,-4.311651013791561,0.2,0.711354672908783,0.00616957257498143,0.001
537,301.0,671,4171.3647,11,360448,5724.455078125,27207.001385498046,0.2145904541015625,0.018498011,720,0.24541330337524414,-4.305541275441646,0.2,0.7100083827972412,0.006028375807363773,0.001
536,301.0,732,4290.0396,12,393216,4110.84912109375,26761.09544219971,0.21800537109375,0.019540027,730,0.35625553131103516,-4.297013998031616,0.2,0.7083579897880554,0.006747594454645877,0.001
536,301.0,794,4449.414,13,425984,5508.294921875,27061.65573730469,0.2079742431640625,0.018333271,740,0.3618372678756714,-4.2865313440561295,0.2,0.7063093781471252,0.00769623361666163,0.001
536,301.0,855,4302.611,14,458752,5511.65673828125,30432.768103027345,0.226788330078125,0.02048926,750,0.2716018557548523,-4.277135367691517,0.2,0.7051229476928711,0.007359948254088522,0.001
536,301.0,916,4464.927,15,491520,5053.3564453125,26572.562925720216,0.223065185546875,0.019761156,760,0.3021678924560547,-4.271263879537583,0.2,0.7038605213165283,0.007112673641677248,0.001
536,301.0,977,4418.49,16,524288,5584.49755859375,27484.67559967041,0.234283447265625,0.020789996,770,0.3501756191253662,-4.259921835362912,0.2,0.7014909386634827,0.00904578974004835,0.001
535,301.0,1039,4719.4956,17,557056,5469.58203125,29316.47714691162,0.2162994384765625,0.019600142,780,0.3243405818939209,-4.249610470235348,0.2,0.7000378966331482,0.007381487642487627,0.001
535,301.0,1100,4600.6597,18,589824,4560.68408203125,31402.93677215576,0.2360931396484375,0.021958588,790,0.2453705072402954,-4.2403221622109415,0.2,0.6982046961784363,0.006751224640902364,0.001
535,301.0,1162,5009.688,19,622592,5492.41552734375,29887.61916503906,0.2151336669921875,0.019359795,800,0.274627149105072,-4.231806859374046,0.2,0.6969976425170898,0.00683092027938983,0.001
535,301.0,1223,4802.509,20,655360,5379.62890625,31436.18014678955,0.2108978271484375,0.019461408,810,0.352760374546051,-4.22418420612812,0.2,0.6953683495521545,0.007394879722778569,0.001
535,301.0,1284,4876.4316,21,688128,6645.49560546875,30751.018005371094,0.2082489013671875,0.019189302,820,0.30752885341644287,-4.215708756446839,0.2,0.6941235065460205,0.009332427270055631,0.001
535,301.0,1345,4632.102,22,720896,6621.29296875,33261.774026489256,0.2346221923828125,0.021190654,830,0.2611647844314575,-4.208629244565964,0.2,0.6929488182067871,0.010760980718987411,0.001
535,301.0,1407,5001.168,23,753664,5780.357421875,30440.160391235353,0.2193695068359375,0.019523961,840,0.35461992025375366,-4.201756599545479,0.2,0.6917719841003418,0.007799750981939723,0.001
535,301.0,1468,4918.0576,24,786432,5154.51806640625,34620.103536987306,0.239849853515625,0.0211626,850,0.30068111419677734,-4.195345914363861,0.2,0.6907094120979309,0.009257190365860878,0.001
535,301.0,1529,5154.571,25,819200,7213.0869140625,32158.46422729492,0.2328155517578125,0.02165091,860,0.29801225662231445,-4.1864712834358215,0.2,0.6885493397712708,0.010029037533240626,0.001
535,301.0,1591,5157.7314,26,851968,5740.3017578125,32723.59866027832,0.2272125244140625,0.020407323,870,0.30336833000183105,-4.1760717779397964,0.2,0.6873540878295898,0.010213613792438991,0.001
534,301.0,1653,5036.536,27,884736,6595.2919921875,33540.90100402832,0.241119384765625,0.02197991,880,0.2998766303062439,-4.16755897551775,0.2,0.6854597926139832,0.009926914155948907,0.001
534,301.0,1715,5235.551,28,917504,4503.1787109375,31976.466693115235,0.2449676513671875,0.022141196,890,0.3072478175163269,-4.156591013073921,0.2,0.6836507320404053,0.008330411745555466,0.001
534,301.0,1776,5540.243,29,950272,4938.63427734375,31972.01632537842,0.2349456787109375,0.021413594,900,0.32879436016082764,-4.147304590046406,0.2,0.6823561191558838,0.007885994484240655,0.001
534,301.0,1838,5164.903,30,983040,7536.3603515625,35536.72680358887,0.23055419921875,0.02197265,910,0.23193979263305664,-4.140783995389938,0.2,0.6812773942947388,0.009639088806216023,0.001
534,301.0,1899,5651.426,31,1015808,5562.84375,31569.607820129393,0.2682586669921875,0.024212696,920,0.28990477323532104,-4.133804208040237,0.2,0.6799471974372864,0.011187139214598574,0.001
